0,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Sep,31,UTTAR PRADESH,3154,GORAKHPUR,3010931,248.2952952,41,183,3398.621714,8242,18,22331,4663525,1643635,91098,7619,358,823.7747,15801.70958,113605,123624,186211,258340,2408,350431,467346,30573,11579.31316,2342842,17,59.64,82.6,100.11,NA
2025-2026,Sep,31,UTTAR PRADESH,3159,BALLIA,1255137,238.0049752,36,174,1896.464545,10122,25,19981,2651080,598357,46751,91206,7496,477.71106,8683.877901,73369,82538,159989,207083,350,319571,401496,30103,6309.702296,1197978,25,74.02,89.25,100.27,NA
2025-2026,Sep,31,UTTAR PRADESH,3163,SONBHADRA,1528430,245.8348342,27,280,2617.660537,5848,1,17140,1561810,462743,78185,493221,79046,308.07249,6765.20605,57672,71743,166475,260473,262,277730,419978,22988,3839.473023,873835,41,66.58,82.56,100.27,NA
2025-2026,Sep,31,UTTAR PRADESH,3176,SHRAVASTI,1046530,248.9395365,39,186,1092.852742,4009,0,9441,1591993,420617,30373,10994,1048,159.20837,5215.161108,39856,47065,75607,108989,535,124931,170884,13450,3963.099996,701758,28,55.25,84.31,100.34,NA
2025-2026,Sep,31,UTTAR PRADESH,3179,MAHOBA,590098,245.0075422,32,166,837.2858619,2001,1,8315,538834,128937,21994,434,93,136.19951,2293.669312,16445,22156,45525,82798,205,100430,168682,10316,1320.18394,205569,40,43.53,84.11,102.23,NA
2025-2026,Sep,31,UTTAR PRADESH,3109,BIJNOR,1494290,250.8012197,19,228,2335.678688,4861,3,20854,1834682,704738,114889,8458,1084,304.19016,7241.273682,96379,114121,183495,268064,45,270166,375954,25715,4601.404834,625067,12,57.72,77.46,100.64,NA
2025-2026,Sep,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,276798,247.8978322,25,12,182.385664,3790,11,4392,280994,69795,11816,706,80,26.79402,905.7577186,11202,13062,31436,42129,25,78090,97953,8182,696.5780346,109541,7,70.81,80.84,102.38,NA
2025-2026,Sep,31,UTTAR PRADESH,3116,GHAZIABAD,0,668.7,12,0,0,1,143,23,224,67,13,0,0,0,1.497888,18,21,29,49,0,13073,19286,24,1.497888,106,8,13.92,96.24,100,NA
2025-2026,Sep,31,UTTAR PRADESH,3122,ETAH,744253,239.0182492,33,129,3136.985515,4081,11,11757,1246252,237657,21164,1007,58,195.10524,6310.860467,37264,40464,83674,105937,282,148696,185734,15838,2978.769711,441619,10,58.45,77.73,100.75,NA
2025-2026,Sep,31,UTTAR PRADESH,3129,SITAPUR,2740425,245.8184804,33,874,5750.793357,17334,18,37989,4256750,1625201,189511,5012,395,742.04476,16956.71628,128728,152879,325763,475524,749,676111,939056,55323,10463.87816,1368478,34,45.86,69.68,100.57,NA
2025-2026,Sep,31,UTTAR PRADESH,3132,LUCKNOW,327080,248.7768975,20,80,509.7162252,2732,5,9922,273176,184666,47961,919,223,179.28511,1368.600113,13170,14512,49472,73328,33,131181,195326,12654,679.5987774,83942,13,69.44,76.03,100.42,NA
2025-2026,Sep,31,UTTAR PRADESH,3133,RAE BARELI,1204866,238.8201232,25,205,1837.094904,5160,3,22961,1455304,809075,126278,774,151,592.81982,5905.47353,56467,64254,155322,245496,103,306156,442742,28121,3475.558806,680556,12,45.7,59.82,100.25,NA
2025-2026,Sep,31,UTTAR PRADESH,3144,PRATAPGARH,2206265,257.6760153,31,235,3598.511614,16662,28,18045,2118141,795521,95312,5693,545,475.60267,9532.055612,66943,69901,195054,251364,502,361017,462578,34707,5457.941328,1107396,29,47.1,85.93,100.04,NA
2025-2026,Sep,31,UTTAR PRADESH,3157,AZAMGARH,4554127,247.5388511,35,104,5854.334094,15176,61,24417,4395903,1614363,145933,8559,836,1247.43182,17983.3337,122415,133219,274632,379437,962,463637,648959,39593,10881.56778,2075208,23,69.11,82.83,100.03,NA
2025-2026,Sep,31,UTTAR PRADESH,3169,AURAIYA,1129260,246.2449997,36,117,1434.265164,4478,4,11627,1991405,716876,45676,7998,375,286.84982,6624.85022,55263,60134,89158,112717,179,142421,174779,16105,4903.735236,672537,19,54.03,68.55,100,NA
2025-2026,Sep,31,UTTAR PRADESH,3171,CHANDAULI,2522394,246.2479607,46,230,7533.582689,3559,13,21314,4858843,1161040,63445,22708,1156,436.50648,19934.89097,103621,132965,148373,220405,1185,209559,301141,24873,11964.8018,1977856,20,50.13,57.53,104.32,NA
2025-2026,Sep,31,UTTAR PRADESH,3179,MAHOBA,590098,242.8248012,32,166,795.588048,1991,1,8316,536398,128575,21991,427,93,136.19951,2234.294935,16419,22108,45510,82776,192,100413,168661,10307,1302.507377,204843,40,43.57,83.99,102.24,NA
2025-2026,Oct,31,UTTAR PRADESH,3111,RAMPUR,1877537,251.0176738,41,111,1804.59162,5871,3,13507,2833303,529273,34975,1632,68,290.08816,9206.771062,67883,78366,112053,148273,470,174191,223380,19378,7112.091283,806944,12,63.94,80.52,100.64,NA
2025-2026,Oct,31,UTTAR PRADESH,3115,MEERUT,360690,248.9731031,33,40,397.4376283,2015,11,4373,346125,168057,11989,2657,139,10.63172,1269.827502,10340,11281,22498,26944,5,48052,56697,6388,861.7581532,129039,13,38.5,72.32,100.55,NA
2025-2026,Oct,31,UTTAR PRADESH,3121,FIROZABAD,2268994,242.7332419,43,231,2036.830949,5720,4,14394,3014389,785021,35133,4189,214,136.60047,9490.355563,69942,72851,108996,137743,630,163207,206348,20114,7316.924144,1247397,19,71.43,79.29,100.02,NA
2025-2026,Oct,31,UTTAR PRADESH,3123,MAINPURI,2279471,249.0100123,48,170,7341.044246,10477,3,12745,3691406,929408,43680,7578,326,314.48972,16847.5045,76610,87054,124785,164392,1690,202844,258896,23222,9191.970536,1269489,20,67.61,76.09,100.52,NA
2025-2026,Oct,31,UTTAR PRADESH,3138,JALAUN,3529927,241.3712302,38,547,7057.648387,7471,2,21181,4058055,1142361,83487,1668,75,275.93237,17128.55803,105313,134565,178666,262983,422,231558,334091,28652,9794.977274,1587739,39,76.74,82.25,101.09,NA
2025-2026,Oct,31,UTTAR PRADESH,3141,HAMIRPUR,1799768,246.4713456,43,152,2683.223042,6306,0,12204,2812233,557566,41471,1576,80,321.7024,9936.273958,64276,87640,115614,186884,1169,181175,290368,18510,6931.348516,1201637,47,59.42,89.96,100.39,NA
2025-2026,Oct,31,UTTAR PRADESH,3142,BANDA,1403689,250.3534824,37,317,1784.830027,8208,2,14695,1321428,314740,47420,538,46,351.75867,5444.829712,34789,45885,123609,198979,685,231342,358929,22903,3308.241015,594187,58,52.23,75.18,101.3,NA
2025-2026,Oct,31,UTTAR PRADESH,3167,AMROHA,1430344,246.0333064,27,89,2640.932998,9032,1,15223,1447077,358505,39628,1012,91,310.08389,6511.308277,53108,62037,102693,144830,246,147073,200560,24255,3560.291389,373423,20,50.12,92.68,100.4,NA
2025-2026,Oct,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,760619,250.8370704,28,51,895.9366778,2614,3,8378,752576,285793,36126,1864,297,371.18898,3154.865249,26221,30352,65949,90944,192,123661,163416,10992,1887.739591,406087,34,62.54,78.78,100.86,NA
2025-2026,Oct,31,UTTAR PRADESH,3110,MORADABAD,1560227,257.7505537,28,199,1459.596078,6320,9,13619,1526459,280752,30978,784,115,378.33001,5772.382612,53367,61572,107753,148124,72,193634,267951,19939,3934.456524,422736,20,55.05,70.76,100.32,NA
2025-2026,Oct,31,UTTAR PRADESH,3116,GHAZIABAD,17,869.2992,13,0,0,1,143,24,250,67,13,0,0,0,2.173248,18,21,29,49,0,13077,19296,25,2.173248,119,8,10.77,97.14,100,NA
2025-2026,Oct,31,UTTAR PRADESH,3119,MATHURA,1544709,247.4539327,40,64,1176.752307,4288,16,12967,2164982,577970,36505,4104,231,178.35813,6712.443539,53333,64334,89441,120432,1193,145143,193174,17255,5357.333102,917981,16,64.75,78.02,100.08,NA
2025-2026,Oct,31,UTTAR PRADESH,3122,ETAH,965382,245.1876431,38,137,3232.166977,4443,11,11717,1513299,284984,21235,1156,58,195.10524,7137.694368,39743,43266,84013,106415,871,149353,186581,16160,3710.422151,538549,10,59.98,77.34,101.08,NA
2025-2026,Oct,31,UTTAR PRADESH,3136,KANPUR DEHAT,885538,253.8782677,27,143,1117.12926,3675,6,17037,717687,256186,45205,892,112,83.71334,3022.893923,26146,29037,79843,109318,84,160790,209155,20712,1822.051323,236530,29,40.47,54.73,101.04,NA
2025-2026,Oct,31,UTTAR PRADESH,3138,JALAUN,3529927,241.2381743,38,548,7057.648387,7493,2,21168,4081685,1148277,83484,1681,75,275.93237,17180.16313,105667,135014,178691,262995,424,231561,334081,28661,9846.582373,1596983,39,76.88,82.37,101.09,NA
2025-2026,Oct,31,UTTAR PRADESH,3141,HAMIRPUR,1799768,246.2797349,44,152,2683.223042,6335,0,12185,2837242,563321,41477,1604,80,321.7024,9992.477518,64371,87796,115622,186900,1182,181194,290389,18520,6987.552076,1211841,47,59.51,89.94,100.39,NA
2025-2026,Oct,31,UTTAR PRADESH,3146,BAHRAICH,4396014,248.8092665,38,408,5623.332487,13619,15,33147,5499519,1087450,71323,39599,2456,567.42532,19874.07069,141488,159110,281882,351941,1219,435750,532373,46766,13683.31288,2525068,52,45.07,76.49,101.03,NA
2025-2026,Oct,31,UTTAR PRADESH,3147,GONDA,1866903,249.6317378,40,211,1751.510641,7020,14,22163,2769526,733449,50932,5546,267,462.16069,9127.287214,68814,73366,158143,202354,263,336058,426691,29183,6913.615883,1135573,27,61.2,72.87,101.9,NA
2025-2026,Oct,31,UTTAR PRADESH,3148,BARABANKI,2728869,252.6200194,37,328,3995.912401,11905,3,21673,3465045,1489468,123264,2727,134,670.05292,13419.36267,91453,104786,206820,281446,1002,380034,496196,33578,8753.397352,1174816,21,54.6,82.88,100.56,NA
2025-2026,Oct,31,UTTAR PRADESH,3156,MAU,1833753,250.767417,37,535,2067.936887,9729,17,14443,2985403,1085184,76703,42228,2897,340.79508,9895.149958,79613,91345,142524,210621,557,251629,353364,24172,7486.417992,1588457,22,51.86,79.83,100.68,NA
2025-2026,Oct,31,UTTAR PRADESH,3161,VARANASI,774968,254.6617175,25,126,1785.698495,4270,1,11303,840766,300371,44538,5715,824,260.96767,4187.775301,32356,38926,77962,121767,164,162632,230122,15573,2141.109136,434023,26,55.95,59.67,100.76,NA
2025-2026,Oct,31,UTTAR PRADESH,3163,SONBHADRA,1735065,247.640895,28,296,2754.44849,6817,1,16474,1726569,509176,78273,554240,79309,308.07249,7338.211905,60139,75013,166792,261027,362,278234,420916,23291,4275.690925,965941,41,65.47,80.88,100.54,NA
2025-2026,Oct,31,UTTAR PRADESH,3167,AMROHA,1430344,245.5180567,27,90,2640.932998,9095,1,15192,1459634,362329,39638,1012,91,310.08389,6534.68192,53244,62222,102706,144856,267,147071,200567,24287,3583.665032,376576,20,50.3,92.74,100.39,NA
2025-2026,Oct,31,UTTAR PRADESH,3170,KAUSHAMBI,802344,245.9463463,29,103,1371.494649,2691,7,11572,857740,403042,49776,658,68,139.15006,3620.2249,29168,33617,77185,107652,61,143548,190021,14263,2109.580191,443466,39,39.87,74.51,101.93,NA
2025-2026,Oct,31,UTTAR PRADESH,3172,KUSHI NAGAR,1908993,252.9117291,34,457,2836.214083,15436,11,23111,3252100,813798,67499,25823,1831,569.26526,11630.42168,94035,111265,184302,259473,374,386758,521072,38547,8224.942341,1383035,28,59.36,70.93,100.49,NA
2025-2026,Oct,31,UTTAR PRADESH,3109,BIJNOR,1796025,250.488139,20,236,2501.706393,5326,1,20799,2002206,766327,115139,8874,1086,304.19016,7821.185101,98885,117387,183792,268615,66,270603,376691,26125,5015.288548,681542,12,57.54,76.61,100.74,NA
2025-2026,Oct,31,UTTAR PRADESH,3120,AGRA,2013839,246.4796231,38,164,2405.172152,5472,4,14347,2778443,781377,53667,11641,747,352.48437,9605.952355,71821,90069,123063,179573,873,189792,266165,19819,6848.295833,1129309,31,48.35,79.2,100.91,NA
2025-2026,Oct,31,UTTAR PRADESH,3121,FIROZABAD,2268994,242.585895,42,231,2036.830949,5680,5,14398,2980697,776011,35118,4175,214,136.60047,9404.181914,69689,72581,108978,137708,583,162958,205932,20078,7230.750495,1232595,19,71.53,79.44,100.02,NA
2025-2026,Oct,31,UTTAR PRADESH,3125,BAREILLY,1482009,250.8010509,24,283,2333.602528,7181,16,24476,1612963,334863,54501,1002,161,248.70843,6627.639113,66045,76627,164416,241733,76,282306,389014,31657,4045.328155,301233,30,47.78,69.29,100.3,NA
2025-2026,Oct,31,UTTAR PRADESH,3126,PILIBHIT,1184903,253.1258201,20,418,2441.419908,5376,2,17164,1150256,209954,39493,5279,605,347.45844,5700.473281,56670,66383,139012,218370,48,251854,371179,22540,2911.594933,237287,24,37.67,57.69,102.22,NA
2025-2026,Oct,31,UTTAR PRADESH,3128,KHERI,2985919,249.597275,30,365,4714.510465,18783,1,28102,3324133,1276438,138292,30410,6546,654.89112,13666.34697,107292,126695,249745,370805,841,499470,696999,46885,8296.945385,941750,28,41.53,79.72,100.08,NA
2025-2026,Oct,31,UTTAR PRADESH,3138,JALAUN,3529927,241.9823129,38,543,7057.648387,7060,2,21521,3998350,1127425,83477,1655,75,275.93237,17008.88057,104815,133879,178637,262955,391,231540,334079,28581,9675.299809,1564018,39,76.6,82.16,101.09,NA
2025-2026,Oct,31,UTTAR PRADESH,3142,BANDA,1403689,251.2089107,37,316,1784.830027,8067,2,14799,1286612,305636,47397,535,46,351.75867,5368.672687,34473,45444,123524,198848,619,231293,358868,22866,3232.083991,579178,58,52.59,75.18,101.27,NA
2025-2026,Oct,31,UTTAR PRADESH,3153,BASTI,5140150,253.3501854,35,286,7563.692328,11063,5,25665,5333562,1454449,97450,852,51,556.48104,21632.76258,151896,168705,287085,363580,374,411443,514551,36728,13512.58922,2814656,16,51.8,81.58,100.54,NA
2025-2026,Oct,31,UTTAR PRADESH,3158,JAUNPUR,4893694,249.2684908,36,608,6507.143946,24207,27,29548,4899735,1687354,144320,218,31,689.11077,19409.75021,134952,142367,299170,401937,520,483890,646991,53755,12213.49549,2529544,44,66.21,80.28,100.35,NA
2025-2026,Oct,31,UTTAR PRADESH,3165,BAGHPAT,15527,247.1801353,13,6,2.181156,68,8,1975,10420,2903,1571,0,4,1.73692,29.6742461,763,816,3662,4755,0,17707,21721,2043,25.7561701,4105,5,90.38,97.76,109.47,NA
2025-2026,Oct,31,UTTAR PRADESH,3169,AURAIYA,1310066,249.5546298,36,119,1576.497762,4934,2,11451,2078357,755058,45777,8219,375,286.84982,7049.983699,56234,61239,89347,113012,227,142579,175041,16385,5186.636117,697264,20,54.68,68.55,100.02,NA
2025-2026,Oct,31,UTTAR PRADESH,3182,HAPUR,102188,248.5793867,38,18,42.5235578,818,2,1182,156471,94983,4439,60,4,2.5489,434.02711,4102,4607,8212,9744,41,17010,20830,2000,388.9546522,67124,4,86.68,99.96,100.2,NA
2025-2026,Oct,31,UTTAR PRADESH,3184,SAMBHAL,1039121,244.5956544,22,68,1358.105089,2102,14,17733,831708,216604,35181,391,56,342.50249,3734.929204,36737,40904,91166,117625,17,150103,188845,19835,2034.321625,220844,11,59.25,68.69,100.89,NA
2025-2026,Oct,31,UTTAR PRADESH,3126,PILIBHIT,1184903,253.1185301,20,418,2441.419908,5379,2,17164,1150318,209954,39496,5279,605,347.45844,5700.546361,56670,66383,139012,218378,48,251867,371213,22543,2911.668013,237302,24,37.67,57.69,102.22,NA
2025-2026,Oct,31,UTTAR PRADESH,3130,HARDOI,3687470,251.3727273,32,534,4774.832163,17058,18,28053,3684197,1216496,107699,3412,452,658.63012,14694.52876,111909,123581,236757,321641,748,461365,606748,45111,9261.066479,1324719,19,46.09,70.19,100.34,NA
2025-2026,Oct,31,UTTAR PRADESH,3140,LALITPUR,2043525,249.8237572,35,178,2133.987669,6451,1,15466,2297101,515717,55657,119212,15309,259.21105,8131.902742,65269,89790,128521,218531,1732,190116,310601,21917,5738.704024,988241,42,50.29,82.89,100.58,NA
2025-2026,Oct,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,3649440,251.7175797,35,193,3939.24606,9949,7,20433,5463213,1299786,84595,344,17,448.40914,18139.52274,152635,168313,257068,359301,248,382547,525046,30382,13751.86754,3191800,14,62.37,75.46,100,NA
2025-2026,Oct,31,UTTAR PRADESH,3156,MAU,1833753,250.8172713,37,536,2067.936887,9632,17,14498,2975282,1081917,76671,42129,2897,340.79508,9871.253092,79565,91281,142510,210525,551,251607,353206,24130,7462.521125,1583418,22,51.82,79.91,100.67,NA
2025-2026,Oct,31,UTTAR PRADESH,3161,VARANASI,774968,254.6244682,25,125,1785.698495,4162,1,11377,829568,296684,44538,5550,824,260.96767,4158.949274,32288,38841,77960,121757,138,162606,230079,15539,2112.283109,428597,26,55.79,59.48,100.76,NA
2025-2026,Oct,31,UTTAR PRADESH,3169,AURAIYA,1310066,249.6025971,37,119,1576.497762,4934,2,11452,2082248,756498,45776,8219,375,286.84982,7060.692668,56255,61265,89351,113017,229,142583,175047,16386,5197.345086,698503,20,54.72,68.53,100.02,NA
2025-2026,Oct,31,UTTAR PRADESH,3172,KUSHI NAGAR,1908993,252.899579,34,457,2836.214083,15295,11,23223,3238846,810007,67500,25604,1831,569.26526,11596.50724,93951,111169,184296,259459,346,386717,521011,38518,8191.0279,1377735,28,59.78,71.45,100.49,NA
2025-2026,Oct,31,UTTAR PRADESH,3183,SHAMLI,179604,239.5524667,32,62,59.43986248,630,17,4981,216333,30370,3459,403,54,5.75806,583.4289603,6566,7714,16626,21610,2,48462,58774,5611,518.2310378,70422,11,55.18,72.17,100.26,NA
2025-2026,Oct,31,UTTAR PRADESH,3117,BULANDSHAHR,286005,239.2373924,33,57,575.7417055,819,50,11266,534759,100985,10360,528,50,55.4585,1910.543693,15835,16754,38207,49743,203,91544,117262,12085,1279.343487,205485,7,69.66,78.86,101.23,NA
2025-2026,Oct,31,UTTAR PRADESH,3118,ALIGARH,1294816,241.172468,27,176,2343.452402,3978,5,17836,1463937,336529,38680,1963,205,263.28326,6137.348654,53384,59811,120780,157467,246,199482,253256,21814,3530.612993,460216,20,67.85,76.74,101.32,NA
2025-2026,Oct,31,UTTAR PRADESH,3120,AGRA,2013839,246.3615146,38,164,2405.174262,5507,4,14359,2794736,786556,53677,11713,747,352.48637,9642.814569,71910,90190,123096,179635,903,189825,266235,19866,6885.153937,1135736,31,48.31,79.11,100.95,NA
2025-2026,Oct,31,UTTAR PRADESH,3122,ETAH,965382,244.5291646,37,136,3232.166977,4405,11,11722,1485184,280072,21233,1151,58,195.10524,7058.980244,39458,42961,84006,106401,810,149336,186557,16127,3631.708028,526623,10,59.54,77.01,101.1,NA
2025-2026,Oct,31,UTTAR PRADESH,3130,HARDOI,3687470,251.076876,33,535,4774.832163,17115,18,28021,3700344,1220931,107701,3425,452,658.63012,14724.1704,111960,123644,236767,321655,772,461403,606809,45136,9290.708117,1329703,19,46.14,70.11,100.34,NA
2025-2026,Oct,31,UTTAR PRADESH,3135,ETAWAH,794321,250.3953966,29,108,1759.034902,3628,2,9300,926525,312363,36312,1053,137,482.78178,4561.79263,31662,34181,78415,99113,270,139923,168970,12928,2319.975948,278630,30,69.92,69.43,100.28,NA
2025-2026,Oct,31,UTTAR PRADESH,3136,KANPUR DEHAT,885538,253.9037141,27,140,1117.12926,3480,6,17197,701997,251808,45184,885,112,83.71334,2983.239056,25934,28805,79796,109248,81,160705,209050,20677,1782.396456,231795,29,40.18,54.45,101.02,NA
2025-2026,Oct,31,UTTAR PRADESH,3138,JALAUN,3529927,241.4496485,38,545,7057.648387,7347,2,21279,4035589,1135719,83477,1668,75,275.93237,17077.49621,105096,134264,178659,262980,399,231560,334102,28626,9743.915455,1579462,39,76.66,82.19,101.08,NA
2025-2026,Oct,31,UTTAR PRADESH,3142,BANDA,1403689,249.9855859,37,316,1784.830027,8125,2,14756,1302815,309811,47412,538,46,351.75867,5393.438408,34609,45643,123581,198931,655,231313,358892,22881,3256.849711,585676,58,52.39,75.21,101.26,NA
2025-2026,Oct,31,UTTAR PRADESH,3145,PRAYAGRAJ,2509095,249.757904,29,356,3001.907597,14594,1,23347,2230400,1088152,152290,1246,138,590.4901,9162.997987,76184,89148,222397,322568,907,471101,649595,37941,5570.60029,1056369,27,52.26,72.98,100.32,NA
2025-2026,Oct,31,UTTAR PRADESH,3152,MAHARAJGANJ,3058382,254.5200593,29,325,3346.034372,8912,0,26875,3609112,812419,75810,16037,1740,455.23376,12987.18213,122685,142553,227269,337405,486,376232,531942,35787,9185.914001,1931826,19,50.24,72.73,100,NA
2025-2026,Oct,31,UTTAR PRADESH,3155,DEORIA,1592333,248.4471693,36,90,1917.854941,4203,42,20040,2326285,542296,38144,87343,5630,459.9662,8157.410372,63620,67712,121656,153452,117,226511,283237,24243,5779.589231,981107,12,60.36,83.37,100.81,NA
2025-2026,Oct,31,UTTAR PRADESH,3156,MAU,1833753,250.5512727,37,536,2067.936887,9668,17,14488,2980481,1083381,76679,42145,2897,340.79508,9876.365044,79588,91313,142517,210554,556,251617,353263,24156,7467.633077,1586116,22,51.81,79.86,100.68,NA
2025-2026,Oct,31,UTTAR PRADESH,3159,BALLIA,1475577,246.2108498,37,183,1976.097616,10955,25,19550,2741561,616844,46832,93982,7518,477.71106,9203.829311,73868,83108,160148,207495,571,320148,402708,30505,6750.020635,1236153,25,72.69,87.1,100.27,NA
2025-2026,Oct,31,UTTAR PRADESH,3163,SONBHADRA,1735065,247.5931562,28,295,2754.44849,6680,1,16595,1708219,504104,78272,547366,79287,308.07249,7291.954316,59902,74708,166770,260986,338,278203,420855,23275,4229.433336,955942,41,65.26,80.74,100.53,NA
2025-2026,Oct,31,UTTAR PRADESH,3168,KANNAUJ,1173371,249.2649307,30,162,1484.980355,2982,7,13227,1271788,368986,38294,424,19,233.75045,4888.852283,41126,46259,89534,115401,158,143340,178795,16209,3170.121477,401810,22,69.15,83.81,101.81,NA
2025-2026,Oct,31,UTTAR PRADESH,3180,KASHGANJ,815854,244.6393824,25,298,1805.607174,2688,0,8175,992502,218048,25657,1157,87,305.31144,4538.969377,38795,43830,79148,112786,66,114997,156986,10863,2428.050763,240494,8,57.23,91.82,100.43,NA
2025-2026,Oct,31,UTTAR PRADESH,3115,MEERUT,360690,249.1367053,33,40,397.4376283,2007,11,4376,344975,167345,11989,2657,139,10.63172,1267.528697,10334,11275,22498,26944,5,48052,56696,6383,859.459349,128781,13,38.46,72.32,100.55,NA
2025-2026,Oct,31,UTTAR PRADESH,3118,ALIGARH,1294816,241.4433347,27,176,2343.452402,3963,5,17837,1456366,334965,38680,1948,205,263.28326,6123.034298,53235,59648,120771,157453,216,199482,253252,21800,3516.298636,458416,20,67.77,76.66,101.31,NA
2025-2026,Oct,31,UTTAR PRADESH,3125,BAREILLY,1482009,252.0013706,24,283,2333.602528,7420,15,24279,1615574,335655,54499,1002,161,248.70843,6653.579581,66108,76709,164423,241749,76,282315,389036,31699,4071.268623,301791,29,47.75,69.21,100.31,NA
2025-2026,Oct,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1635199,247.7318567,28,852,2737.336915,8401,5,16972,1910312,532157,68005,925,86,471.01682,7940.80512,67763,76857,162730,231088,380,346727,456453,25373,4732.451386,404799,22,69.36,71.72,100.06,NA
2025-2026,Oct,31,UTTAR PRADESH,3138,JALAUN,3529927,241.8578955,38,544,7057.648387,7256,2,21346,4019121,1131585,83475,1655,75,275.93237,17054.14222,104954,134072,178653,262972,396,231547,334086,28602,9720.561467,1572725,39,76.62,82.15,101.08,NA
2025-2026,Oct,31,UTTAR PRADESH,3144,PRATAPGARH,2651969,259.1916728,33,237,3831.882236,17905,27,17350,2258123,852802,95353,6112,545,475.60267,10160.35168,68206,71284,195082,251464,941,361813,463807,35255,5852.866778,1171224,29,47.5,85.99,100.05,NA
2025-2026,Oct,31,UTTAR PRADESH,3146,BAHRAICH,4396014,248.8471995,38,408,5623.332487,13578,15,33122,5490359,1085740,71317,39599,2456,567.42532,19853.36242,141443,159058,281874,351888,1200,435662,532205,46700,13662.60462,2521786,52,45.11,76.6,101.03,NA
